Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"35750","CVE-2009-1271","5.0","Medium","192.168.0.105","tcp","443","PHP < 5.2.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.9.  Such versions may be affected by several
security issues :

  - Background color is not correctly validated with a non true
    color image in function 'imagerotate()'. (CVE-2008-5498)

  - A denial of service condition can be triggered by trying to 
    extract zip files that contain files with relative paths 
    in file or directory names.

  - Function 'explode()' is affected by an unspecified 
    vulnerability.

  - It may be possible to trigger a segfault by passing a 
    specially crafted string to function 'json_decode()'.

  - Function 'xml_error_string()' is affected by a flaw
    which results in messages being off by one.","Upgrade to PHP version 5.2.9 or later.","http://news.php.net/php.internals/42762
http://www.php.net/releases/5_2_9.php
http://www.php.net/ChangeLog-5.php#5.2.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.9
","","","3.9","","3.6","Medium","33002;33927","SECUNIA:34081;CWE:20;CWE:200","","2009/02/27","2022/04/11","","",""
"35750","CVE-2009-1272","5.0","Medium","192.168.0.105","tcp","443","PHP < 5.2.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.9.  Such versions may be affected by several
security issues :

  - Background color is not correctly validated with a non true
    color image in function 'imagerotate()'. (CVE-2008-5498)

  - A denial of service condition can be triggered by trying to 
    extract zip files that contain files with relative paths 
    in file or directory names.

  - Function 'explode()' is affected by an unspecified 
    vulnerability.

  - It may be possible to trigger a segfault by passing a 
    specially crafted string to function 'json_decode()'.

  - Function 'xml_error_string()' is affected by a flaw
    which results in messages being off by one.","Upgrade to PHP version 5.2.9 or later.","http://news.php.net/php.internals/42762
http://www.php.net/releases/5_2_9.php
http://www.php.net/ChangeLog-5.php#5.2.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.9
","","","3.9","","3.6","Medium","33002;33927","SECUNIA:34081;CWE:20;CWE:200","","2009/02/27","2022/04/11","","",""
"39480","CVE-2009-2687","5.1","Medium","192.168.0.105","tcp","80","PHP < 5.2.10 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.10.  Such versions are reportedly affected by
multiple vulnerabilities :

  - Sufficient checks are not performed on fields reserved 
    for offsets in function 'exif_read_data()'. Successful 
    exploitation of this issue could result in a denial of 
    service condition. (bug 48378)

  - Provided 'safe_mode_exec_dir' is not set (not set by
    default), it may be possible to bypass 'safe_mode' 
    restrictions by preceding a backslash in functions 
    such as 'exec()', 'system()', 'shell_exec()', 
    'passthru()' and 'popen()' on a system running PHP 
    on Windows. (bug 45997)","Upgrade to PHP version 5.2.10 or later.","https://bugs.php.net/bug.php?id=45997
https://bugs.php.net/bug.php?id=48378
http://www.php.net/releases/5_2_10.php
http://www.php.net/ChangeLog-5.php#5.2.10","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.10
","","","3.8","","4.4","Medium","35435;35440","SECUNIA:35441;CWE:20","","2009/06/22","2022/04/11","","",""
"39480","CVE-2009-2687","5.1","Medium","192.168.0.105","tcp","443","PHP < 5.2.10 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.10.  Such versions are reportedly affected by
multiple vulnerabilities :

  - Sufficient checks are not performed on fields reserved 
    for offsets in function 'exif_read_data()'. Successful 
    exploitation of this issue could result in a denial of 
    service condition. (bug 48378)

  - Provided 'safe_mode_exec_dir' is not set (not set by
    default), it may be possible to bypass 'safe_mode' 
    restrictions by preceding a backslash in functions 
    such as 'exec()', 'system()', 'shell_exec()', 
    'passthru()' and 'popen()' on a system running PHP 
    on Windows. (bug 45997)","Upgrade to PHP version 5.2.10 or later.","https://bugs.php.net/bug.php?id=45997
https://bugs.php.net/bug.php?id=48378
http://www.php.net/releases/5_2_10.php
http://www.php.net/ChangeLog-5.php#5.2.10","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.10
","","","3.8","","4.4","Medium","35435;35440","SECUNIA:35441;CWE:20","","2009/06/22","2022/04/11","","",""
"39520","","","None","192.168.0.105","tcp","22","Backported Security Patch Detection (SSH)","Security patches are backported.","Security patches may have been 'backported' to the remote SSH server
without changing its version number. 

Banner-based checks have been disabled to avoid false positives. 

Note that this test is informational only and does not denote any
security problem.","n/a","https://access.redhat.com/security/updates/backporting/?sc_cid=3093","
Give Nessus credentials to perform local checks.
","","","","","","None","","","","2009/06/25","2015/07/07","","",""
"39521","","","None","192.168.0.105","tcp","80","Backported Security Patch Detection (WWW)","Security patches are backported.","Security patches may have been 'backported' to the remote HTTP server
without changing its version number.

Banner-based checks have been disabled to avoid false positives.

Note that this test is informational only and does not denote any
security problem.","n/a","https://access.redhat.com/security/updates/backporting/?sc_cid=3093","
Give Nessus credentials to perform local checks.
","","","","","","None","","","","2009/06/25","2015/07/07","","",""
"39521","","","None","192.168.0.105","tcp","443","Backported Security Patch Detection (WWW)","Security patches are backported.","Security patches may have been 'backported' to the remote HTTP server
without changing its version number.

Banner-based checks have been disabled to avoid false positives.

Note that this test is informational only and does not denote any
security problem.","n/a","https://access.redhat.com/security/updates/backporting/?sc_cid=3093","
Give Nessus credentials to perform local checks.
","","","","","","None","","","","2009/06/25","2015/07/07","","",""
"41014","CVE-2009-3291","7.5","High","192.168.0.105","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-3292","7.5","High","192.168.0.105","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-3293","7.5","High","192.168.0.105","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-3294","7.5","High","192.168.0.105","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-4018","7.5","High","192.168.0.105","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-5016","7.5","High","192.168.0.105","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-3291","7.5","High","192.168.0.105","tcp","443","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-3292","7.5","High","192.168.0.105","tcp","443","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-3293","7.5","High","192.168.0.105","tcp","443","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-3294","7.5","High","192.168.0.105","tcp","443","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-4018","7.5","High","192.168.0.105","tcp","443","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"41014","CVE-2009-5016","7.5","High","192.168.0.105","tcp","443","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.11
","","","5.9","","6.7","High","36449;44889","SECUNIA:36791;CWE:20;CWE:134;CWE:264","","2009/09/18","2022/04/11","","",""
"42873","CVE-2016-2183","5.0","High","192.168.0.105","tcp","443","SSL Medium Strength Cipher Suites Supported (SWEET32)","The remote service supports the use of medium strength SSL ciphers.","The remote host supports the use of SSL ciphers that offer medium
strength encryption. Nessus regards medium strength as any encryption
that uses key lengths at least 64 bits and less than 112 bits, or 
else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength
encryption if the attacker is on the same physical network.","Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info","
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-MD5                  0x07, 0x00, 0xC0 RSA           RSA      3DES-CBC(168)          MD5
    EDH-RSA-DES-CBC3-SHA          0x00, 0x16       DH            RSA      3DES-CBC(168)          SHA1
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
","","7.5","","","6.1","Medium","","","","2009/11/23","2021/02/03","","",""
"42880","CVE-2009-3555","5.8","Medium","192.168.0.105","tcp","443","SSL / TLS Renegotiation Handshakes MiTM Plaintext Data Injection","The remote service allows insecure renegotiation of TLS / SSL
connections.","The remote service encrypts traffic using TLS / SSL but allows a client
to insecurely renegotiate the connection after the initial handshake.
An unauthenticated, remote attacker may be able to leverage this issue
to inject an arbitrary amount of plaintext into the beginning of the
application protocol stream, which could facilitate man-in-the-middle
attacks if the service assumes that the sessions before and after
renegotiation are from the same 'client' and merges them at the
application layer.","Contact the vendor for specific patch information.","http://www.ietf.org/mail-archive/web/tls/current/msg03948.html
http://www.g-sec.lu/practicaltls.pdf
https://tools.ietf.org/html/rfc5746","
TLSv1 supports insecure renegotiation.
","","","4.5","","7.7","Medium","36935","CERT:120541;CWE:310","","2009/11/24","2020/06/12","","",""
"43111","","","None","192.168.0.105","tcp","631","HTTP Methods Allowed (per directory)","This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.","n/a","http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods  HEAD  OPTIONS  POST  PUT GET are allowed on : 

    /

","","","","","","None","","","","2009/12/10","2022/04/11","","",""
"43351","CVE-2009-3557","6.8","Medium","192.168.0.105","tcp","80","PHP < 5.2.12 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.12.  Such versions may be affected by several
security issues :

  - It is possible to bypass the 'safe_mode' configuration
    setting using 'tempnam()'. (CVE-2009-3557)

  - It is possible to bypass the 'open_basedir' 
    configuration setting using 'posix_mkfifo()'. 
    (CVE-2009-3558)

  - Provided file uploading is enabled (it is by default),
    an attacker can upload files using a POST request with
    'multipart/form-data' content even if the target script
    doesn't actually support file uploads per se.  By 
    supplying a large number (15,000+) of files, an attacker
    could cause the web server to stop responding while it
    processes the file list. (CVE-2009-4017)

  - Missing protection for '$_SESSION' from interrupt
    corruption and improved 'session.save_path' check.
    (CVE-2009-4143)

  - Insufficient input string validation in the 
    'htmlspecialchars()' function. (CVE-2009-4142)","Upgrade to PHP version 5.2.12 or later.","http://www.nessus.org/u?57f2d08f
http://www.php.net/releases/5_2_12.php
http://www.php.net/ChangeLog-5.php#5.2.12","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.12
","","","5.3","","6.7","Medium","37389;37390","SECUNIA:37821;CWE:79;CWE:264","","2009/12/18","2022/04/11","","",""
"43351","CVE-2009-3558","6.8","Medium","192.168.0.105","tcp","80","PHP < 5.2.12 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.12.  Such versions may be affected by several
security issues :

  - It is possible to bypass the 'safe_mode' configuration
    setting using 'tempnam()'. (CVE-2009-3557)

  - It is possible to bypass the 'open_basedir' 
    configuration setting using 'posix_mkfifo()'. 
    (CVE-2009-3558)

  - Provided file uploading is enabled (it is by default),
    an attacker can upload files using a POST request with
    'multipart/form-data' content even if the target script
    doesn't actually support file uploads per se.  By 
    supplying a large number (15,000+) of files, an attacker
    could cause the web server to stop responding while it
    processes the file list. (CVE-2009-4017)

  - Missing protection for '$_SESSION' from interrupt
    corruption and improved 'session.save_path' check.
    (CVE-2009-4143)

  - Insufficient input string validation in the 
    'htmlspecialchars()' function. (CVE-2009-4142)","Upgrade to PHP version 5.2.12 or later.","http://www.nessus.org/u?57f2d08f
http://www.php.net/releases/5_2_12.php
http://www.php.net/ChangeLog-5.php#5.2.12","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.2.12
","","","5.3","","6.7","Medium","37389;37390","SECUNIA:37821;CWE:79;CWE:264","","2009/12/18","2022/04/11","","",""
