Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"53841","CVE-2011-4327","2.1","Low","192.168.0.105","tcp","22","Portable OpenSSH ssh-keysign ssh-rand-helper Utility File Descriptor Leak Local Information Disclosure","Local attackers may be able to access sensitive information.","According to its banner, the version of OpenSSH running on the remote
host is earlier than 5.8p2.  Such versions may be affected by a local
information disclosure vulnerability that could allow the contents of
the host's private key to be accessible by locally tracing the
execution of the ssh-keysign utility.  Having the host's private key
may allow the impersonation of the host. 

Note that installations are only vulnerable if ssh-rand-helper was
enabled during the build process, which is not the case for *BSD, OS
X, Cygwin and Linux.","Upgrade to Portable OpenSSH 5.8p2 or later.","http://www.openssh.com/txt/portable-keysign-rand-helper.adv
http://www.openssh.com/txt/release-5.8p2","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 5.8p2
","","","1.6","","3.4","Low","47691","Secunia:44347","","2011/05/09","2018/07/16","","",""
"54615","","","None","192.168.0.105","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","","Remote device type : general-purpose
Confidence level : 70
","","","","","","None","","","","2011/05/23","2022/09/09","","",""
"56984","","","None","192.168.0.105","tcp","443","SSL / TLS Versions Supported","The remote service encrypts communications.","This plugin detects which SSL and TLS versions are supported by the
remote service for encrypting communications.","n/a","","
This port supports SSLv2/SSLv3/TLSv1.0.
","","","","","","None","","","","2011/12/01","2021/02/03","","",""
"56996","CVE-2008-0891","4.3","Medium","192.168.0.105","tcp","80","OpenSSL < 0.9.8h Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server uses a version of
OpenSSL older than 0.9.8h.  As such, it may be affected by the
following vulnerabilities :

  - A double-free error exists related to the handling of
    server name extension data and specially crafted TLS
    1.0 'Client Hello' packets. This can cause application
    crashes. Note that successful exploitation requires that
    OpenSSL is compiled with the TLS server name extensions.
    (CVE-2008-0891)

  - A NULL pointer dereference error exists related to 
    anonymous Diffie-Hellman key exchange and TLS
    handshakes. This can be exploited by omitting the 
    'Server Key exchange message' from the handshake and
    can cause application crashes. (CVE-2008-1672)

  - On 32-bit builds, an information disclosure
    vulnerability exists during certain calculations for 
    NIST elliptic curves P-256 or P-384. This error can
    allow an attacker to recover the private key of the TLS
    server. 

    The following are required for exploitation :

      - 32-bit build
      - Use of elliptic curves P-256 and/or P-384
      - Either the use of ECDH family ciphers and/or the 
        use of ECDHE family ciphers without the
        SSL_OP_SINGLE_ECDH_USE context option 

    (CVE-2011-4354)

Note that Nessus has not attempted to verify that these issues are
actually exploitable or have been patched but instead has relied on
the version number found in the Server response header.","Upgrade to OpenSSL 0.9.8h or later or apply the vendor-supplied
patches.","https://www.openwall.com/lists/oss-security/2011/12/01/6
https://www.openssl.org/news/secadv/20080528.txt","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8h
","","","3.2","","4.2","Medium","29405;50882","CERT:520586;CERT:661475;CWE:189;CWE:287","","2011/12/02","2018/11/15","","",""
"56996","CVE-2008-1672","4.3","Medium","192.168.0.105","tcp","80","OpenSSL < 0.9.8h Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server uses a version of
OpenSSL older than 0.9.8h.  As such, it may be affected by the
following vulnerabilities :

  - A double-free error exists related to the handling of
    server name extension data and specially crafted TLS
    1.0 'Client Hello' packets. This can cause application
    crashes. Note that successful exploitation requires that
    OpenSSL is compiled with the TLS server name extensions.
    (CVE-2008-0891)

  - A NULL pointer dereference error exists related to 
    anonymous Diffie-Hellman key exchange and TLS
    handshakes. This can be exploited by omitting the 
    'Server Key exchange message' from the handshake and
    can cause application crashes. (CVE-2008-1672)

  - On 32-bit builds, an information disclosure
    vulnerability exists during certain calculations for 
    NIST elliptic curves P-256 or P-384. This error can
    allow an attacker to recover the private key of the TLS
    server. 

    The following are required for exploitation :

      - 32-bit build
      - Use of elliptic curves P-256 and/or P-384
      - Either the use of ECDH family ciphers and/or the 
        use of ECDHE family ciphers without the
        SSL_OP_SINGLE_ECDH_USE context option 

    (CVE-2011-4354)

Note that Nessus has not attempted to verify that these issues are
actually exploitable or have been patched but instead has relied on
the version number found in the Server response header.","Upgrade to OpenSSL 0.9.8h or later or apply the vendor-supplied
patches.","https://www.openwall.com/lists/oss-security/2011/12/01/6
https://www.openssl.org/news/secadv/20080528.txt","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8h
","","","3.2","","4.2","Medium","29405;50882","CERT:520586;CERT:661475;CWE:189;CWE:287","","2011/12/02","2018/11/15","","",""
"56996","CVE-2011-4354","4.3","Medium","192.168.0.105","tcp","80","OpenSSL < 0.9.8h Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server uses a version of
OpenSSL older than 0.9.8h.  As such, it may be affected by the
following vulnerabilities :

  - A double-free error exists related to the handling of
    server name extension data and specially crafted TLS
    1.0 'Client Hello' packets. This can cause application
    crashes. Note that successful exploitation requires that
    OpenSSL is compiled with the TLS server name extensions.
    (CVE-2008-0891)

  - A NULL pointer dereference error exists related to 
    anonymous Diffie-Hellman key exchange and TLS
    handshakes. This can be exploited by omitting the 
    'Server Key exchange message' from the handshake and
    can cause application crashes. (CVE-2008-1672)

  - On 32-bit builds, an information disclosure
    vulnerability exists during certain calculations for 
    NIST elliptic curves P-256 or P-384. This error can
    allow an attacker to recover the private key of the TLS
    server. 

    The following are required for exploitation :

      - 32-bit build
      - Use of elliptic curves P-256 and/or P-384
      - Either the use of ECDH family ciphers and/or the 
        use of ECDHE family ciphers without the
        SSL_OP_SINGLE_ECDH_USE context option 

    (CVE-2011-4354)

Note that Nessus has not attempted to verify that these issues are
actually exploitable or have been patched but instead has relied on
the version number found in the Server response header.","Upgrade to OpenSSL 0.9.8h or later or apply the vendor-supplied
patches.","https://www.openwall.com/lists/oss-security/2011/12/01/6
https://www.openssl.org/news/secadv/20080528.txt","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8h
","","","3.2","","4.2","Medium","29405;50882","CERT:520586;CERT:661475;CWE:189;CWE:287","","2011/12/02","2018/11/15","","",""
"56996","CVE-2008-0891","4.3","Medium","192.168.0.105","tcp","443","OpenSSL < 0.9.8h Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server uses a version of
OpenSSL older than 0.9.8h.  As such, it may be affected by the
following vulnerabilities :

  - A double-free error exists related to the handling of
    server name extension data and specially crafted TLS
    1.0 'Client Hello' packets. This can cause application
    crashes. Note that successful exploitation requires that
    OpenSSL is compiled with the TLS server name extensions.
    (CVE-2008-0891)

  - A NULL pointer dereference error exists related to 
    anonymous Diffie-Hellman key exchange and TLS
    handshakes. This can be exploited by omitting the 
    'Server Key exchange message' from the handshake and
    can cause application crashes. (CVE-2008-1672)

  - On 32-bit builds, an information disclosure
    vulnerability exists during certain calculations for 
    NIST elliptic curves P-256 or P-384. This error can
    allow an attacker to recover the private key of the TLS
    server. 

    The following are required for exploitation :

      - 32-bit build
      - Use of elliptic curves P-256 and/or P-384
      - Either the use of ECDH family ciphers and/or the 
        use of ECDHE family ciphers without the
        SSL_OP_SINGLE_ECDH_USE context option 

    (CVE-2011-4354)

Note that Nessus has not attempted to verify that these issues are
actually exploitable or have been patched but instead has relied on
the version number found in the Server response header.","Upgrade to OpenSSL 0.9.8h or later or apply the vendor-supplied
patches.","https://www.openwall.com/lists/oss-security/2011/12/01/6
https://www.openssl.org/news/secadv/20080528.txt","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8h
","","","3.2","","4.2","Medium","29405;50882","CERT:520586;CERT:661475;CWE:189;CWE:287","","2011/12/02","2018/11/15","","",""
"56996","CVE-2008-1672","4.3","Medium","192.168.0.105","tcp","443","OpenSSL < 0.9.8h Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server uses a version of
OpenSSL older than 0.9.8h.  As such, it may be affected by the
following vulnerabilities :

  - A double-free error exists related to the handling of
    server name extension data and specially crafted TLS
    1.0 'Client Hello' packets. This can cause application
    crashes. Note that successful exploitation requires that
    OpenSSL is compiled with the TLS server name extensions.
    (CVE-2008-0891)

  - A NULL pointer dereference error exists related to 
    anonymous Diffie-Hellman key exchange and TLS
    handshakes. This can be exploited by omitting the 
    'Server Key exchange message' from the handshake and
    can cause application crashes. (CVE-2008-1672)

  - On 32-bit builds, an information disclosure
    vulnerability exists during certain calculations for 
    NIST elliptic curves P-256 or P-384. This error can
    allow an attacker to recover the private key of the TLS
    server. 

    The following are required for exploitation :

      - 32-bit build
      - Use of elliptic curves P-256 and/or P-384
      - Either the use of ECDH family ciphers and/or the 
        use of ECDHE family ciphers without the
        SSL_OP_SINGLE_ECDH_USE context option 

    (CVE-2011-4354)

Note that Nessus has not attempted to verify that these issues are
actually exploitable or have been patched but instead has relied on
the version number found in the Server response header.","Upgrade to OpenSSL 0.9.8h or later or apply the vendor-supplied
patches.","https://www.openwall.com/lists/oss-security/2011/12/01/6
https://www.openssl.org/news/secadv/20080528.txt","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8h
","","","3.2","","4.2","Medium","29405;50882","CERT:520586;CERT:661475;CWE:189;CWE:287","","2011/12/02","2018/11/15","","",""
"56996","CVE-2011-4354","4.3","Medium","192.168.0.105","tcp","443","OpenSSL < 0.9.8h Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server uses a version of
OpenSSL older than 0.9.8h.  As such, it may be affected by the
following vulnerabilities :

  - A double-free error exists related to the handling of
    server name extension data and specially crafted TLS
    1.0 'Client Hello' packets. This can cause application
    crashes. Note that successful exploitation requires that
    OpenSSL is compiled with the TLS server name extensions.
    (CVE-2008-0891)

  - A NULL pointer dereference error exists related to 
    anonymous Diffie-Hellman key exchange and TLS
    handshakes. This can be exploited by omitting the 
    'Server Key exchange message' from the handshake and
    can cause application crashes. (CVE-2008-1672)

  - On 32-bit builds, an information disclosure
    vulnerability exists during certain calculations for 
    NIST elliptic curves P-256 or P-384. This error can
    allow an attacker to recover the private key of the TLS
    server. 

    The following are required for exploitation :

      - 32-bit build
      - Use of elliptic curves P-256 and/or P-384
      - Either the use of ECDH family ciphers and/or the 
        use of ECDHE family ciphers without the
        SSL_OP_SINGLE_ECDH_USE context option 

    (CVE-2011-4354)

Note that Nessus has not attempted to verify that these issues are
actually exploitable or have been patched but instead has relied on
the version number found in the Server response header.","Upgrade to OpenSSL 0.9.8h or later or apply the vendor-supplied
patches.","https://www.openwall.com/lists/oss-security/2011/12/01/6
https://www.openssl.org/news/secadv/20080528.txt","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8h
","","","3.2","","4.2","Medium","29405;50882","CERT:520586;CERT:661475;CWE:189;CWE:287","","2011/12/02","2018/11/15","","",""
"57041","","","None","192.168.0.105","tcp","443","SSL Perfect Forward Secrecy Cipher Suites Supported","The remote service supports the use of SSL Perfect Forward Secrecy
ciphers, which maintain confidentiality even if the key is stolen.","The remote host supports the use of SSL ciphers that offer Perfect
Forward Secrecy (PFS) encryption.  These cipher suites ensure that
recorded SSL traffic cannot be broken at a future date if the server's
private key is compromised.","n/a","https://www.openssl.org/docs/manmaster/man1/ciphers.html
https://en.wikipedia.org/wiki/Diffie-Hellman_key_exchange
https://en.wikipedia.org/wiki/Perfect_forward_secrecy","
Here is the list of SSL PFS ciphers supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP-EDH-RSA-DES-CBC-SHA       0x00, 0x14       DH(512)       RSA      DES-CBC(40)            SHA1      export
    EDH-RSA-DES-CBC-SHA           0x00, 0x15       DH            RSA      DES-CBC(56)            SHA1

  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EDH-RSA-DES-CBC3-SHA          0x00, 0x16       DH            RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
","","","","","","None","","","","2011/12/07","2021/03/09","","",""
"57323","","","None","192.168.0.105","tcp","80","OpenSSL Version Detection","Nessus was able to detect the OpenSSL version.","Nessus was able to extract the OpenSSL version from the web server's
banner. Note that security patches in many cases are backported and
the displayed version number does not show the patch level. Using it
to identify vulnerable software is likely to lead to false detections.","n/a","https://www.openssl.org/","
  Source             : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version   : 0.9.6b
","","","","","","None","","IAVT:0001-T-0682","","2011/12/16","2023/03/27","","",""
"57323","","","None","192.168.0.105","tcp","443","OpenSSL Version Detection","Nessus was able to detect the OpenSSL version.","Nessus was able to extract the OpenSSL version from the web server's
banner. Note that security patches in many cases are backported and
the displayed version number does not show the patch level. Using it
to identify vulnerable software is likely to lead to false detections.","n/a","https://www.openssl.org/","
  Source             : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version   : 0.9.6b
","","","","","","None","","IAVT:0001-T-0682","","2011/12/16","2023/03/27","","",""
"57459","CVE-2011-1945","9.3","High","192.168.0.105","tcp","80","OpenSSL < 0.9.8s Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server is running a version
of OpenSSL older than 0.9.8s.  Such versions have the following
vulnerabilities :

  - An error exists related to ECDSA signatures and binary
    curves. The implementation of curves over binary fields
    could allow a remote, unauthenticated attacker to
    determine private key material via timing attacks.
    (CVE-2011-1945)

  - The Datagram Transport Layer Security (DTLS)
    implementation is vulnerable to plaintext recovery
    attacks when decrypting in CBC mode. (CVE-2011-4108)

  - A double-free error exists during a policy check
    failure if the flag 'X509_V_FLAG_POLICY_CHECK' is set.
    (CVE-2011-4109)

  - An error exists related to SSLv3.0 records that can 
    lead to disclosure of uninitialized memory because the
    library does not clear all bytes used as block cipher
    padding. (CVE-2011-4576)

  - An error exists related to RFC 3779 processing that can
    allow denial of service attacks. Note that this 
    functionality is not enabled by default and must be
    configured at compile time via the 'enable-rfc3779'
    option. (CVE-2011-4577)

  - An error exists related to handshake restarts for 
    server gated cryptography (SGC) that can allow denial
    of service attacks. (CVE-2011-4619)","Upgrade to OpenSSL 0.9.8s or later.","https://www.openssl.org/news/secadv/20120104.txt
https://www.openssl.org/news/changelog.html
http://www.nessus.org/u?c0f10f36
https://eprint.iacr.org/2011/232.pdf
http://cvs.openssl.org/chngview?cn=21301","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8s
","","","6.9","","5.9","High","51281;47888","CERT:536044","","2012/01/09","2018/11/15","","",""
"57459","CVE-2011-4108","9.3","High","192.168.0.105","tcp","80","OpenSSL < 0.9.8s Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server is running a version
of OpenSSL older than 0.9.8s.  Such versions have the following
vulnerabilities :

  - An error exists related to ECDSA signatures and binary
    curves. The implementation of curves over binary fields
    could allow a remote, unauthenticated attacker to
    determine private key material via timing attacks.
    (CVE-2011-1945)

  - The Datagram Transport Layer Security (DTLS)
    implementation is vulnerable to plaintext recovery
    attacks when decrypting in CBC mode. (CVE-2011-4108)

  - A double-free error exists during a policy check
    failure if the flag 'X509_V_FLAG_POLICY_CHECK' is set.
    (CVE-2011-4109)

  - An error exists related to SSLv3.0 records that can 
    lead to disclosure of uninitialized memory because the
    library does not clear all bytes used as block cipher
    padding. (CVE-2011-4576)

  - An error exists related to RFC 3779 processing that can
    allow denial of service attacks. Note that this 
    functionality is not enabled by default and must be
    configured at compile time via the 'enable-rfc3779'
    option. (CVE-2011-4577)

  - An error exists related to handshake restarts for 
    server gated cryptography (SGC) that can allow denial
    of service attacks. (CVE-2011-4619)","Upgrade to OpenSSL 0.9.8s or later.","https://www.openssl.org/news/secadv/20120104.txt
https://www.openssl.org/news/changelog.html
http://www.nessus.org/u?c0f10f36
https://eprint.iacr.org/2011/232.pdf
http://cvs.openssl.org/chngview?cn=21301","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8s
","","","6.9","","5.9","High","51281;47888","CERT:536044","","2012/01/09","2018/11/15","","",""
"57459","CVE-2011-4109","9.3","High","192.168.0.105","tcp","80","OpenSSL < 0.9.8s Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server is running a version
of OpenSSL older than 0.9.8s.  Such versions have the following
vulnerabilities :

  - An error exists related to ECDSA signatures and binary
    curves. The implementation of curves over binary fields
    could allow a remote, unauthenticated attacker to
    determine private key material via timing attacks.
    (CVE-2011-1945)

  - The Datagram Transport Layer Security (DTLS)
    implementation is vulnerable to plaintext recovery
    attacks when decrypting in CBC mode. (CVE-2011-4108)

  - A double-free error exists during a policy check
    failure if the flag 'X509_V_FLAG_POLICY_CHECK' is set.
    (CVE-2011-4109)

  - An error exists related to SSLv3.0 records that can 
    lead to disclosure of uninitialized memory because the
    library does not clear all bytes used as block cipher
    padding. (CVE-2011-4576)

  - An error exists related to RFC 3779 processing that can
    allow denial of service attacks. Note that this 
    functionality is not enabled by default and must be
    configured at compile time via the 'enable-rfc3779'
    option. (CVE-2011-4577)

  - An error exists related to handshake restarts for 
    server gated cryptography (SGC) that can allow denial
    of service attacks. (CVE-2011-4619)","Upgrade to OpenSSL 0.9.8s or later.","https://www.openssl.org/news/secadv/20120104.txt
https://www.openssl.org/news/changelog.html
http://www.nessus.org/u?c0f10f36
https://eprint.iacr.org/2011/232.pdf
http://cvs.openssl.org/chngview?cn=21301","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8s
","","","6.9","","5.9","High","51281;47888","CERT:536044","","2012/01/09","2018/11/15","","",""
"57459","CVE-2011-4576","9.3","High","192.168.0.105","tcp","80","OpenSSL < 0.9.8s Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server is running a version
of OpenSSL older than 0.9.8s.  Such versions have the following
vulnerabilities :

  - An error exists related to ECDSA signatures and binary
    curves. The implementation of curves over binary fields
    could allow a remote, unauthenticated attacker to
    determine private key material via timing attacks.
    (CVE-2011-1945)

  - The Datagram Transport Layer Security (DTLS)
    implementation is vulnerable to plaintext recovery
    attacks when decrypting in CBC mode. (CVE-2011-4108)

  - A double-free error exists during a policy check
    failure if the flag 'X509_V_FLAG_POLICY_CHECK' is set.
    (CVE-2011-4109)

  - An error exists related to SSLv3.0 records that can 
    lead to disclosure of uninitialized memory because the
    library does not clear all bytes used as block cipher
    padding. (CVE-2011-4576)

  - An error exists related to RFC 3779 processing that can
    allow denial of service attacks. Note that this 
    functionality is not enabled by default and must be
    configured at compile time via the 'enable-rfc3779'
    option. (CVE-2011-4577)

  - An error exists related to handshake restarts for 
    server gated cryptography (SGC) that can allow denial
    of service attacks. (CVE-2011-4619)","Upgrade to OpenSSL 0.9.8s or later.","https://www.openssl.org/news/secadv/20120104.txt
https://www.openssl.org/news/changelog.html
http://www.nessus.org/u?c0f10f36
https://eprint.iacr.org/2011/232.pdf
http://cvs.openssl.org/chngview?cn=21301","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8s
","","","6.9","","5.9","High","51281;47888","CERT:536044","","2012/01/09","2018/11/15","","",""
"57459","CVE-2011-4577","9.3","High","192.168.0.105","tcp","80","OpenSSL < 0.9.8s Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server is running a version
of OpenSSL older than 0.9.8s.  Such versions have the following
vulnerabilities :

  - An error exists related to ECDSA signatures and binary
    curves. The implementation of curves over binary fields
    could allow a remote, unauthenticated attacker to
    determine private key material via timing attacks.
    (CVE-2011-1945)

  - The Datagram Transport Layer Security (DTLS)
    implementation is vulnerable to plaintext recovery
    attacks when decrypting in CBC mode. (CVE-2011-4108)

  - A double-free error exists during a policy check
    failure if the flag 'X509_V_FLAG_POLICY_CHECK' is set.
    (CVE-2011-4109)

  - An error exists related to SSLv3.0 records that can 
    lead to disclosure of uninitialized memory because the
    library does not clear all bytes used as block cipher
    padding. (CVE-2011-4576)

  - An error exists related to RFC 3779 processing that can
    allow denial of service attacks. Note that this 
    functionality is not enabled by default and must be
    configured at compile time via the 'enable-rfc3779'
    option. (CVE-2011-4577)

  - An error exists related to handshake restarts for 
    server gated cryptography (SGC) that can allow denial
    of service attacks. (CVE-2011-4619)","Upgrade to OpenSSL 0.9.8s or later.","https://www.openssl.org/news/secadv/20120104.txt
https://www.openssl.org/news/changelog.html
http://www.nessus.org/u?c0f10f36
https://eprint.iacr.org/2011/232.pdf
http://cvs.openssl.org/chngview?cn=21301","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8s
","","","6.9","","5.9","High","51281;47888","CERT:536044","","2012/01/09","2018/11/15","","",""
"57459","CVE-2011-4619","9.3","High","192.168.0.105","tcp","80","OpenSSL < 0.9.8s Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server is running a version
of OpenSSL older than 0.9.8s.  Such versions have the following
vulnerabilities :

  - An error exists related to ECDSA signatures and binary
    curves. The implementation of curves over binary fields
    could allow a remote, unauthenticated attacker to
    determine private key material via timing attacks.
    (CVE-2011-1945)

  - The Datagram Transport Layer Security (DTLS)
    implementation is vulnerable to plaintext recovery
    attacks when decrypting in CBC mode. (CVE-2011-4108)

  - A double-free error exists during a policy check
    failure if the flag 'X509_V_FLAG_POLICY_CHECK' is set.
    (CVE-2011-4109)

  - An error exists related to SSLv3.0 records that can 
    lead to disclosure of uninitialized memory because the
    library does not clear all bytes used as block cipher
    padding. (CVE-2011-4576)

  - An error exists related to RFC 3779 processing that can
    allow denial of service attacks. Note that this 
    functionality is not enabled by default and must be
    configured at compile time via the 'enable-rfc3779'
    option. (CVE-2011-4577)

  - An error exists related to handshake restarts for 
    server gated cryptography (SGC) that can allow denial
    of service attacks. (CVE-2011-4619)","Upgrade to OpenSSL 0.9.8s or later.","https://www.openssl.org/news/secadv/20120104.txt
https://www.openssl.org/news/changelog.html
http://www.nessus.org/u?c0f10f36
https://eprint.iacr.org/2011/232.pdf
http://cvs.openssl.org/chngview?cn=21301","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8s
","","","6.9","","5.9","High","51281;47888","CERT:536044","","2012/01/09","2018/11/15","","",""
"57459","CVE-2011-1945","9.3","High","192.168.0.105","tcp","443","OpenSSL < 0.9.8s Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server is running a version
of OpenSSL older than 0.9.8s.  Such versions have the following
vulnerabilities :

  - An error exists related to ECDSA signatures and binary
    curves. The implementation of curves over binary fields
    could allow a remote, unauthenticated attacker to
    determine private key material via timing attacks.
    (CVE-2011-1945)

  - The Datagram Transport Layer Security (DTLS)
    implementation is vulnerable to plaintext recovery
    attacks when decrypting in CBC mode. (CVE-2011-4108)

  - A double-free error exists during a policy check
    failure if the flag 'X509_V_FLAG_POLICY_CHECK' is set.
    (CVE-2011-4109)

  - An error exists related to SSLv3.0 records that can 
    lead to disclosure of uninitialized memory because the
    library does not clear all bytes used as block cipher
    padding. (CVE-2011-4576)

  - An error exists related to RFC 3779 processing that can
    allow denial of service attacks. Note that this 
    functionality is not enabled by default and must be
    configured at compile time via the 'enable-rfc3779'
    option. (CVE-2011-4577)

  - An error exists related to handshake restarts for 
    server gated cryptography (SGC) that can allow denial
    of service attacks. (CVE-2011-4619)","Upgrade to OpenSSL 0.9.8s or later.","https://www.openssl.org/news/secadv/20120104.txt
https://www.openssl.org/news/changelog.html
http://www.nessus.org/u?c0f10f36
https://eprint.iacr.org/2011/232.pdf
http://cvs.openssl.org/chngview?cn=21301","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8s
","","","6.9","","5.9","High","51281;47888","CERT:536044","","2012/01/09","2018/11/15","","",""
"57459","CVE-2011-4108","9.3","High","192.168.0.105","tcp","443","OpenSSL < 0.9.8s Multiple Vulnerabilities","The remote web server has multiple SSL-related vulnerabilities.","According to its banner, the remote web server is running a version
of OpenSSL older than 0.9.8s.  Such versions have the following
vulnerabilities :

  - An error exists related to ECDSA signatures and binary
    curves. The implementation of curves over binary fields
    could allow a remote, unauthenticated attacker to
    determine private key material via timing attacks.
    (CVE-2011-1945)

  - The Datagram Transport Layer Security (DTLS)
    implementation is vulnerable to plaintext recovery
    attacks when decrypting in CBC mode. (CVE-2011-4108)

  - A double-free error exists during a policy check
    failure if the flag 'X509_V_FLAG_POLICY_CHECK' is set.
    (CVE-2011-4109)

  - An error exists related to SSLv3.0 records that can 
    lead to disclosure of uninitialized memory because the
    library does not clear all bytes used as block cipher
    padding. (CVE-2011-4576)

  - An error exists related to RFC 3779 processing that can
    allow denial of service attacks. Note that this 
    functionality is not enabled by default and must be
    configured at compile time via the 'enable-rfc3779'
    option. (CVE-2011-4577)

  - An error exists related to handshake restarts for 
    server gated cryptography (SGC) that can allow denial
    of service attacks. (CVE-2011-4619)","Upgrade to OpenSSL 0.9.8s or later.","https://www.openssl.org/news/secadv/20120104.txt
https://www.openssl.org/news/changelog.html
http://www.nessus.org/u?c0f10f36
https://eprint.iacr.org/2011/232.pdf
http://cvs.openssl.org/chngview?cn=21301","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.8s
","","","6.9","","5.9","High","51281;47888","CERT:536044","","2012/01/09","2018/11/15","","",""
